region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24
Romania,driving,100.0,98.15,98.69,99.2,107.51,98.25,93.67,96.71,95.43,95.58,103.59,105.27,96.56,97.4,92.93,91.87,91.41,94.44,100.48,95.8,94.46,92.1,92.72,93.78,89.84,100.86,94.28,93.56,93.72,96.11,98.29,101.33,116.74,105.11,105.2,100.8,99.18,102.38,105.7,115.4,103.33,102.36,96.28,94.67,95.03,93.6,104.1,91.31,89.29,89.36,92.22,92.5,92.41,104.37,95.31,87.57,84.96,82.48,77.04,68.92,64.27,48.99,46.41,48.01,46.57,45.23,43.4,44.0,35.68,32.11,31.61,31.88,25.69,25.83,25.29,21.3,22.94,28.56,28.38,28.29,28.66,28.21,23.8,25.33,29.72,30.76,31.29,31.13,31.44,24.93,26.6,32.88,34.35,35.52,34.22,28.5,22.38,18.78,25.36,32.29,34.86,36.22,35.73,28.88,32.04,37.36,38.76,40.47,38.31,31.36,30.87,32.63,41.55,41.93,43.54,43.24,42.74,35.86,39.75,,,48.67,53.86,70.42,64.21,68.0,71.71,70.11,71.33,74.06,76.66,68.57,67.35,73.93,73.49,75.03,80.0,81.04,74.48,78.92,85.38,81.15,85.45,88.57,102.0,100.11,102.22,101.63,90.52,90.86,91.39,99.98,91.66,94.33,95.18,99.86,100.41,102.11,111.52,103.07,101.12,100.24,103.76,110.76
Romania,walking,100.0,101.42,100.81,101.64,114.16,102.93,80.24,102.39,102.24,104.13,106.73,108.96,105.66,85.52,102.78,104.89,101.12,103.97,113.05,119.15,96.56,107.98,99.25,90.75,96.8,108.95,99.35,86.62,104.43,104.31,106.83,121.23,137.89,122.75,105.19,123.52,126.8,116.39,122.2,133.69,119.34,103.76,118.97,125.1,123.46,109.2,126.74,111.68,95.27,114.12,114.45,113.32,109.0,128.67,125.95,78.91,99.57,94.06,87.21,80.52,71.55,45.56,35.94,41.74,39.11,36.59,35.93,33.95,27.63,21.29,23.77,23.53,19.33,18.82,19.95,17.15,16.95,19.45,20.67,22.36,24.42,22.75,17.0,17.66,23.19,23.85,24.49,23.7,23.68,21.07,19.68,24.16,26.18,26.96,26.04,23.88,18.41,13.91,19.31,23.43,26.11,29.33,29.51,21.61,25.99,30.33,29.61,30.7,30.53,24.99,24.84,22.96,31.93,32.66,29.47,30.64,34.45,28.8,30.86,,,37.97,45.61,64.89,59.83,56.96,71.62,69.82,61.2,67.22,69.92,59.52,47.82,67.84,62.76,74.86,69.51,66.33,58.23,59.76,73.98,73.8,83.28,86.83,88.26,80.67,74.22,80.65,91.38,91.73,86.98,87.06,75.66,65.74,83.89,88.95,88.83,95.31,94.94,84.26,71.66,93.36,102.85,107.14
Russia,driving,100.0,101.13,102.0,103.86,111.2,107.34,102.74,102.88,105.62,106.04,106.18,114.4,107.62,104.16,105.06,106.76,105.36,107.26,114.67,107.35,103.63,103.43,105.31,107.4,108.56,113.51,105.89,102.91,105.67,108.03,109.87,112.41,124.25,113.37,107.96,107.44,111.0,112.54,117.7,132.56,119.17,98.03,110.32,107.76,109.73,112.49,118.32,110.44,104.5,103.4,108.29,109.96,116.65,130.31,119.01,101.35,113.87,108.58,109.8,107.6,114.46,108.95,100.08,101.1,103.54,100.43,100.26,106.16,93.22,90.74,93.79,94.91,94.43,95.15,102.53,76.99,65.35,59.68,54.1,47.14,46.17,49.35,45.98,47.82,53.17,57.15,57.54,59.5,62.77,55.68,55.92,59.94,61.43,59.61,58.43,60.45,52.15,50.24,58.62,60.48,60.61,61.54,64.28,58.11,58.5,64.88,67.19,70.31,77.78,67.56,63.76,62.77,66.26,70.62,71.43,73.71,76.36,63.17,66.75,,,79.54,81.21,87.33,78.65,78.27,83.07,85.67,86.02,85.9,91.96,83.19,84.78,91.02,94.03,96.98,98.53,106.26,98.79,96.56,102.26,102.86,104.3,105.53,115.79,105.88,108.24,114.54,119.95,125.37,142.95,121.4,112.66,129.73,129.21,135.28,134.79,136.5,144.01,125.53,127.52,135.98,142.59,139.91
Russia,walking,100.0,103.91,102.6,105.07,114.14,112.0,97.02,104.61,104.74,105.48,103.19,112.4,110.04,99.34,105.72,107.23,107.95,105.88,113.54,109.15,95.75,103.36,106.3,105.84,104.71,104.39,104.28,96.26,106.63,109.49,112.52,116.65,128.39,121.28,105.52,111.89,118.29,119.69,127.32,136.11,124.75,99.97,102.01,110.01,110.99,113.25,120.28,116.52,104.35,108.18,109.66,114.53,117.97,124.12,128.22,112.37,111.55,114.92,114.62,115.19,115.3,113.78,91.12,97.95,98.73,93.53,93.77,93.74,82.56,76.79,84.84,86.66,90.48,88.23,87.26,65.51,53.22,46.03,40.93,36.45,36.55,39.47,38.13,36.69,42.56,48.01,46.66,48.55,49.91,44.62,43.06,49.81,46.97,46.52,45.2,47.28,42.35,40.16,47.24,48.33,47.84,48.95,50.71,46.9,46.99,50.97,52.59,54.12,58.16,54.03,52.86,51.28,54.75,58.21,58.7,61.36,61.07,53.51,54.54,,,65.52,66.57,69.77,63.91,63.37,69.13,71.07,70.35,68.9,71.52,67.45,69.03,81.37,84.6,86.78,87.23,80.53,82.78,71.9,85.98,88.34,90.61,89.49,90.53,92.86,96.71,108.15,111.71,110.41,114.33,100.83,97.64,107.9,125.48,129.48,131.19,124.45,125.37,106.27,111.54,136.56,137.27,136.53
Saudi Arabia,driving,100.0,99.96,97.57,100.88,98.07,83.17,74.13,74.99,76.08,78.25,90.34,92.76,76.29,72.21,82.43,82.12,87.18,110.78,113.37,86.9,79.03,80.53,82.08,86.23,109.87,117.25,88.62,80.81,82.96,83.03,88.06,107.56,110.57,85.45,76.86,79.12,78.7,83.82,105.19,109.71,82.14,76.5,77.67,79.43,86.19,114.36,124.63,89.83,82.2,82.18,84.53,87.61,112.35,115.64,84.32,73.81,81.75,87.86,90.62,95.18,91.31,76.18,68.53,64.75,62.61,62.68,63.68,59.74,49.4,44.73,35.69,38.86,41.65,42.49,40.76,41.49,40.97,42.0,41.13,42.77,41.52,40.67,42.22,42.68,40.41,38.64,41.62,39.81,40.22,41.6,43.19,40.3,40.43,40.98,38.23,38.76,40.04,41.83,43.09,42.77,44.63,39.31,31.79,33.99,37.79,42.28,44.47,46.03,45.05,46.95,46.68,46.27,48.64,47.57,49.58,48.17,45.18,49.64,51.41,,,52.31,52.5,48.82,52.13,54.13,55.87,56.46,60.54,64.94,58.92,36.79,34.72,40.03,40.68,57.49,66.68,66.65,67.57,82.78,82.47,82.66,82.88,78.48,77.33,75.45,76.37,73.81,74.31,77.18,75.3,75.04,75.04,74.69,75.26,74.29,73.96,74.45,73.99,74.3,93.65,95.3,95.51,96.65
Saudi Arabia,walking,100.0,98.89,95.7,97.9,95.85,85.63,76.35,80.04,78.2,78.56,87.54,89.36,77.5,73.48,83.61,82.07,86.34,102.32,106.94,88.3,81.7,81.35,81.53,82.88,101.32,110.23,92.78,82.59,84.58,85.17,88.39,101.21,102.07,84.86,77.54,79.96,76.02,83.26,98.51,101.85,81.05,74.89,76.1,79.83,82.42,109.9,117.13,92.4,84.1,82.57,82.65,82.96,104.87,107.1,83.46,74.9,85.73,88.09,87.08,90.06,90.87,75.64,69.54,66.75,66.14,65.63,65.29,63.19,53.92,49.86,44.36,46.01,48.52,51.02,49.64,49.35,47.97,52.41,48.56,50.36,47.96,48.54,49.61,49.92,47.56,49.96,63.08,51.94,49.24,48.47,52.25,49.08,47.09,50.34,47.45,45.69,47.41,49.09,49.97,49.52,53.35,51.35,41.53,42.74,44.04,52.28,53.22,54.36,51.32,54.35,54.13,53.21,57.91,54.69,55.73,56.38,52.96,58.86,59.07,,,60.18,60.38,59.4,61.23,61.55,61.07,63.99,67.6,68.16,65.03,47.59,50.04,54.02,56.51,71.6,76.46,75.02,75.01,89.28,86.29,85.5,82.89,84.66,81.34,78.62,80.39,76.93,79.37,78.72,78.98,79.64,77.44,78.15,77.57,76.01,76.09,74.03,74.79,73.15,86.92,92.59,94.54,93.78
Serbia,driving,100.0,92.27,100.9,97.59,106.79,108.43,95.39,90.05,93.26,90.87,91.91,101.85,103.84,98.02,91.87,88.23,90.02,90.26,99.97,110.43,100.38,91.19,90.47,88.18,91.08,101.36,107.92,103.15,93.28,92.82,96.5,101.03,124.44,121.0,113.23,112.67,95.3,98.57,100.69,113.03,118.52,105.11,89.74,91.5,89.75,92.49,104.89,111.59,106.27,90.39,89.5,90.03,91.33,104.78,114.25,98.59,87.83,83.48,73.01,71.31,71.06,62.42,51.57,43.66,39.0,35.23,33.87,37.22,32.35,25.81,26.17,23.14,23.38,25.31,26.92,27.23,22.52,28.36,29.01,28.98,27.62,30.62,21.55,22.06,30.2,29.53,29.47,32.63,31.3,20.49,23.29,35.13,33.78,33.71,33.84,28.38,19.39,20.08,26.9,42.32,37.57,40.24,38.58,21.19,27.07,43.5,46.39,45.91,47.26,28.29,38.74,44.45,50.96,49.45,47.78,58.25,63.88,66.94,65.82,,,59.9,62.14,67.87,72.46,63.01,61.31,61.09,64.38,72.56,75.89,77.76,63.56,72.03,69.79,73.14,75.02,80.83,83.68,81.35,84.66,87.85,87.61,93.38,104.66,112.47,112.13,90.34,94.04,99.96,100.85,113.18,127.1,119.86,101.37,103.36,98.76,101.16,116.33,117.89,101.56,98.97,104.98,108.74
Serbia,walking,100.0,90.46,93.49,96.7,108.13,113.43,79.56,91.82,96.72,100.02,102.75,114.24,117.3,96.79,99.6,98.62,98.94,104.62,113.15,128.07,102.0,104.57,95.38,88.06,94.35,111.1,113.83,91.38,94.44,92.15,101.14,104.88,125.65,119.63,99.16,97.27,98.22,109.34,110.2,114.46,116.93,87.45,101.41,101.01,93.47,93.43,107.63,142.25,99.91,105.54,91.65,99.45,106.81,113.19,118.53,78.41,101.65,92.06,86.79,84.66,78.15,63.84,44.41,38.01,38.14,32.62,31.61,30.14,29.96,21.39,22.58,19.78,17.85,19.13,23.96,25.08,22.16,23.5,25.72,24.38,27.68,27.92,21.41,18.6,27.37,27.79,23.41,27.9,26.71,18.73,20.99,31.9,25.48,36.89,30.93,27.15,17.32,16.2,24.23,39.59,35.77,40.12,36.01,18.07,24.97,41.68,44.14,40.76,38.29,25.46,31.7,40.43,49.44,48.85,46.34,53.97,55.35,56.61,54.5,,,62.43,63.51,66.04,63.75,50.08,64.12,63.97,55.29,73.51,75.34,71.4,46.52,65.46,62.3,72.9,73.16,77.45,74.35,63.9,84.81,92.2,86.35,99.21,108.29,107.36,82.66,91.91,88.46,95.3,96.83,108.68,102.92,84.9,95.45,103.36,89.29,103.23,109.14,98.99,73.99,86.24,91.89,114.27
Singapore,driving,100.0,101.95,103.48,112.19,124.68,107.62,100.58,104.77,104.16,103.24,97.99,82.12,84.87,85.04,80.35,77.74,79.51,84.99,98.58,89.63,84.3,84.9,87.91,86.66,90.06,96.27,78.64,75.57,77.83,78.98,79.82,84.98,93.03,77.05,73.0,77.12,77.77,79.39,83.23,92.76,81.13,76.11,78.15,79.54,81.05,83.14,93.76,82.91,77.65,79.17,79.24,81.32,85.11,94.99,81.06,77.08,77.37,79.71,78.92,79.9,90.07,78.2,75.54,73.21,78.27,76.03,76.03,82.4,68.64,63.64,65.53,64.92,65.26,66.16,69.19,59.0,60.63,62.49,63.1,62.37,63.77,67.51,60.4,67.85,57.88,41.53,38.14,35.87,37.66,34.53,37.34,36.6,37.98,36.77,38.99,40.78,36.59,38.2,36.78,37.47,37.36,38.4,37.86,34.48,35.94,36.99,37.18,38.37,37.49,39.94,36.42,38.38,39.6,40.14,38.84,43.15,44.61,45.58,42.86,,,42.48,44.11,47.99,42.49,42.77,43.19,43.42,43.87,45.83,48.89,44.45,38.78,42.79,44.17,45.21,45.56,49.49,45.17,45.34,51.92,54.1,53.74,54.98,57.58,51.94,54.92,53.76,55.23,53.21,56.84,57.34,53.97,55.11,54.26,54.56,56.49,66.63,77.51,72.72,70.04,70.19,72.21,73.01
Singapore,transit,100.0,98.45,96.46,105.04,120.4,107.33,93.66,92.37,92.08,91.49,93.31,77.19,77.7,80.27,77.87,73.42,69.6,76.26,90.92,79.48,73.83,77.39,79.2,75.15,76.62,82.71,68.72,62.02,65.32,66.01,67.32,71.54,79.96,67.16,62.47,64.09,65.28,65.97,69.44,79.72,71.6,64.17,64.06,65.47,70.42,71.92,81.48,72.34,67.37,68.05,69.37,69.48,73.18,81.88,71.49,65.74,66.03,68.47,68.05,68.33,79.59,68.72,67.93,65.47,66.84,65.88,65.29,68.99,57.98,51.17,51.62,50.2,48.44,48.45,49.52,41.9,43.9,43.79,45.57,44.39,42.86,42.04,38.73,39.92,31.11,20.82,18.3,15.71,15.42,14.46,15.79,13.99,14.16,12.77,13.18,13.93,12.37,13.76,12.99,12.61,12.12,12.17,12.57,11.74,12.39,13.22,13.11,13.17,12.99,13.27,12.71,14.2,13.72,14.3,13.28,14.91,14.58,13.82,14.49,,,15.11,15.28,16.09,15.17,16.76,16.11,16.29,15.9,16.44,15.75,15.76,15.06,16.76,16.89,16.66,17.07,18.18,16.94,19.88,24.62,24.91,23.73,23.19,23.85,21.84,25.02,24.6,25.03,23.8,25.04,24.16,22.5,25.66,26.36,25.75,27.01,34.59,41.9,38.5,41.62,43.79,44.53,46.98
Singapore,walking,100.0,104.42,104.79,110.5,133.23,122.37,100.68,98.06,101.62,103.46,104.9,97.21,98.59,94.88,85.01,78.54,72.46,81.35,97.23,92.56,76.7,76.38,80.69,80.86,83.76,96.94,84.66,67.46,65.72,63.56,68.26,73.74,89.89,78.75,64.12,66.4,66.27,69.15,69.64,84.98,78.55,63.35,63.19,66.4,68.18,69.5,85.62,79.27,65.92,65.31,65.96,68.43,69.33,84.43,75.32,62.08,62.11,64.7,63.38,64.32,79.65,71.84,61.54,57.76,61.79,59.05,60.35,70.86,59.69,47.5,45.79,47.03,48.46,47.28,54.72,50.0,45.79,43.32,47.08,45.28,44.38,52.39,52.34,51.39,42.6,32.36,30.95,34.31,34.88,36.09,32.33,27.87,27.23,25.82,28.2,30.0,30.72,29.35,27.92,27.71,27.53,25.31,25.87,27.17,25.06,25.66,26.32,26.11,27.22,29.64,29.03,27.62,27.35,28.69,28.99,31.21,33.3,34.56,29.52,,,29.4,30.3,34.17,31.67,30.82,29.73,29.48,30.41,30.78,34.0,34.8,32.95,32.12,31.78,31.51,32.59,37.16,35.96,33.08,35.09,38.2,36.26,34.55,40.96,40.11,37.33,36.38,37.92,35.17,37.47,38.92,41.82,38.11,36.08,34.89,36.45,42.48,53.0,50.34,46.85,45.95,49.16,50.26
Slovakia,driving,100.0,101.89,100.42,100.04,109.34,98.69,94.91,95.38,99.44,101.42,102.73,119.31,99.99,96.78,98.29,101.22,100.6,101.16,113.27,96.94,101.62,103.84,104.3,100.71,106.38,117.68,108.21,105.76,100.43,104.5,110.66,110.58,127.24,119.69,112.7,104.5,107.99,111.44,112.03,122.63,107.5,106.68,103.01,105.1,106.02,105.13,112.45,90.88,92.63,98.39,101.52,106.83,107.18,111.0,91.05,90.48,86.81,83.1,77.78,70.13,58.52,43.65,42.59,42.59,45.02,46.27,48.54,49.77,36.0,39.63,43.75,46.58,47.58,51.2,56.31,53.08,50.72,52.41,55.05,57.23,58.71,59.76,52.44,59.09,63.27,74.45,43.78,38.23,30.44,31.24,34.41,39.93,68.71,71.72,73.24,74.63,64.27,60.72,70.21,72.28,73.89,78.38,76.76,64.45,76.78,74.29,78.7,73.39,78.5,66.48,70.85,73.32,79.23,80.73,82.15,91.96,88.75,84.66,88.82,,,86.99,86.08,88.8,83.2,89.74,90.95,94.29,99.89,101.0,102.85,78.99,90.84,90.92,94.35,102.35,99.35,104.59,87.6,83.92,98.33,104.71,107.43,109.01,116.96,110.04,103.49,107.5,109.66,113.17,121.38,131.14,115.18,121.95,118.83,119.04,124.11,124.52,135.7,107.87,115.43,124.01,128.88,129.63
Slovakia,transit,100.0,90.14,96.37,93.12,97.58,96.28,93.21,92.37,85.49,96.56,94.79,109.21,106.7,103.53,91.07,92.0,96.19,98.33,107.07,96.93,103.91,102.05,94.88,101.49,103.35,106.51,106.05,102.79,105.02,97.95,101.58,94.6,111.91,110.33,102.23,117.77,114.14,109.86,105.77,112.47,97.3,112.47,95.72,109.49,100.74,101.49,106.05,83.63,84.37,100.19,96.74,92.28,92.28,94.6,87.81,81.4,70.51,63.44,55.63,57.49,36.65,32.65,35.26,30.98,34.33,30.14,36.93,34.05,29.86,28.84,28.56,25.12,32.37,34.33,36.28,35.35,35.53,32.93,32.09,33.77,34.33,32.84,35.07,46.14,39.07,40.19,33.4,45.12,36.74,38.6,42.14,36.84,38.79,48.47,45.58,48.56,48.09,43.91,43.35,47.16,43.16,49.49,45.67,46.79,54.6,50.79,52.28,47.53,42.33,48.93,55.07,46.51,48.19,50.98,45.95,49.95,57.4,53.3,64.0,,,55.26,45.49,51.35,51.07,66.14,59.81,59.16,63.07,67.35,63.16,47.44,62.7,55.44,65.4,58.23,56.84,61.77,54.42,55.81,60.47,68.84,67.91,66.51,70.23,73.12,80.0,79.91,74.23,77.67,81.95,79.16,76.65,80.56,85.95,82.42,87.44,76.65,72.65,71.26,80.47,97.49,98.14,92.84
Slovakia,walking,100.0,102.64,106.86,112.4,126.02,108.33,81.93,100.87,105.31,106.9,114.22,129.07,119.17,86.21,103.51,104.72,109.13,117.4,131.52,128.93,97.41,110.68,106.01,107.9,121.28,141.41,127.89,101.67,114.12,124.69,128.57,139.86,151.25,139.13,110.51,126.22,133.59,124.98,131.81,146.91,132.93,98.54,127.29,139.5,131.45,121.57,123.41,117.47,80.57,106.76,109.65,112.74,119.48,128.21,126.12,92.87,97.45,90.46,80.59,88.23,53.74,42.43,41.43,39.54,41.99,43.83,52.32,49.75,24.62,31.72,35.84,38.65,36.25,44.0,53.45,54.49,47.23,41.94,42.6,49.26,52.99,54.2,55.42,61.54,58.15,66.32,46.74,53.04,51.92,55.7,62.13,43.67,50.89,66.83,73.05,69.96,74.08,49.02,66.76,68.38,71.97,80.59,73.88,59.2,72.26,69.33,78.14,65.37,72.47,56.53,70.83,59.8,71.7,71.96,70.46,79.62,80.69,84.52,73.81,,,72.21,78.49,71.84,74.65,81.95,89.29,88.57,101.07,93.94,101.07,62.4,67.58,78.84,86.43,95.71,80.5,92.73,83.26,54.57,95.3,100.2,100.8,96.9,96.53,106.25,79.82,96.76,99.25,100.9,108.99,122.31,107.03,92.17,121.1,119.94,123.5,111.49,122.27,84.66,85.85,119.33,138.38,136.05
Slovenia,driving,100.0,100.53,102.17,102.85,111.81,103.15,97.65,104.15,101.68,103.34,110.77,121.38,106.5,96.59,94.91,94.7,100.79,99.88,119.45,110.01,99.68,98.7,95.61,104.38,102.34,122.09,115.24,107.58,108.3,112.47,110.07,132.85,186.34,138.04,119.17,106.58,106.6,109.79,116.48,128.85,120.33,120.12,108.21,102.38,101.07,104.61,114.17,102.13,93.93,93.68,97.15,102.24,100.33,109.3,101.14,98.54,88.86,87.04,85.92,68.77,61.01,42.95,38.98,37.13,36.35,37.31,37.72,37.81,28.86,29.99,30.39,31.83,29.42,29.82,32.57,30.45,29.14,27.37,29.48,31.26,29.51,32.16,24.76,28.35,33.66,35.57,36.68,38.77,35.73,24.74,26.31,32.02,33.42,38.77,41.61,44.21,35.1,35.05,43.37,48.51,52.25,51.37,51.99,37.54,35.15,42.26,50.37,53.68,63.5,48.66,53.72,64.14,65.62,65.59,70.03,74.84,84.79,76.4,72.52,,,73.04,74.9,80.15,68.32,78.9,78.3,77.99,86.93,98.27,101.75,95.6,88.57,83.05,86.57,92.05,93.72,105.27,97.66,91.09,103.94,101.23,104.07,102.94,125.58,113.57,105.4,104.97,108.58,123.21,135.03,155.3,148.14,138.73,126.57,126.7,131.14,148.25,169.27,161.77,142.22,141.87,147.8,170.42
Slovenia,walking,100.0,101.13,108.83,109.16,123.46,93.36,79.9,104.49,106.42,114.89,119.26,131.81,110.58,72.71,98.8,96.97,120.54,115.14,119.96,117.62,95.04,123.53,106.46,125.28,126.52,131.38,119.55,89.93,116.71,129.22,122.18,170.56,362.5,193.21,115.65,129.77,127.33,127.69,125.9,143.45,130.5,107.11,139.37,137.61,103.76,120.36,139.51,117.95,76.91,106.71,104.74,119.04,119.45,131.92,123.46,95.0,102.59,94.02,104.34,82.63,53.41,45.35,53.41,51.44,48.85,50.13,51.55,46.15,35.13,31.23,29.95,33.97,29.3,29.95,34.99,37.32,31.48,28.86,32.65,36.08,42.14,42.36,39.33,50.71,48.3,50.35,53.96,52.68,51.73,42.28,60.93,58.01,34.8,54.21,59.47,61.44,65.16,57.53,53.59,56.26,69.65,67.79,66.44,55.93,55.02,66.14,62.86,51.62,72.27,62.17,62.31,91.5,78.62,75.23,84.06,89.89,91.03,88.0,82.63,,,75.34,83.07,75.3,69.72,74.68,84.57,77.16,97.34,95.48,106.13,90.37,83.62,98.03,93.03,103.21,95.99,104.34,97.08,82.6,104.16,101.93,104.82,98.32,95.15,102.01,90.95,91.83,104.82,118.79,139.95,154.54,132.29,100.15,113.5,129.37,135.9,141.63,148.78,127.4,112.7,153.78,156.18,153.85
South Africa,driving,100.0,103.33,102.27,101.82,106.8,89.31,84.96,101.47,105.95,104.83,109.54,120.31,106.57,94.5,107.1,109.67,113.23,117.6,136.04,115.99,106.83,114.67,114.47,114.24,118.54,129.46,104.16,99.9,108.61,113.22,114.45,118.92,139.69,110.5,99.72,106.35,108.74,112.9,113.82,129.7,101.39,92.75,103.24,108.55,113.39,119.81,150.31,122.95,104.57,105.13,108.79,110.74,115.87,135.35,116.99,95.31,99.33,105.24,106.1,104.77,125.37,105.36,82.58,80.35,80.59,78.03,77.22,84.49,65.56,51.97,59.26,66.18,75.8,64.77,11.08,9.82,10.91,14.12,15.45,15.95,16.43,17.28,13.46,13.16,17.04,17.49,17.91,18.73,15.98,16.12,13.3,15.87,19.67,21.39,21.44,21.79,17.87,16.33,21.37,20.85,22.04,22.8,24.78,20.96,17.31,19.86,25.15,27.75,31.81,37.95,35.85,34.08,43.76,45.88,47.42,45.77,45.17,35.99,31.25,,,42.76,43.7,48.04,38.73,32.53,43.23,44.96,46.92,47.39,52.56,42.95,36.1,46.56,49.94,51.22,52.32,58.72,49.97,45.89,61.25,62.05,63.8,64.77,71.92,61.29,50.45,61.4,62.67,61.85,63.38,70.1,60.06,48.33,60.92,55.29,62.85,66.21,74.62,63.37,50.44,62.98,65.3,67.3
South Africa,walking,100.0,103.14,101.11,99.47,99.37,84.44,72.98,96.72,104.0,104.22,109.55,118.63,108.02,91.74,113.52,119.46,116.29,114.71,135.03,124.96,113.31,135.56,127.67,123.13,126.37,136.18,111.29,94.03,111.48,111.66,118.01,119.67,141.6,115.82,91.94,107.37,108.75,108.48,110.02,123.2,106.95,82.9,101.45,103.18,109.1,113.27,131.37,127.51,90.69,102.51,103.37,106.7,113.13,124.67,116.86,81.2,96.18,96.21,93.05,95.97,111.59,101.52,71.64,77.88,78.52,73.42,72.32,74.19,58.65,43.92,52.11,55.39,60.8,54.67,13.82,14.3,14.38,15.77,17.11,18.7,20.41,19.08,15.69,15.5,18.19,19.34,20.52,21.26,19.45,20.05,16.42,18.05,21.41,24.9,21.67,23.58,20.27,17.78,23.15,24.97,24.09,25.86,27.5,24.57,19.56,22.18,27.36,34.32,39.01,43.71,40.06,36.06,47.07,49.92,54.65,53.62,53.65,43.66,38.59,,,46.54,49.95,55.02,46.69,37.86,48.95,51.54,52.63,51.69,58.95,51.14,47.95,53.9,55.88,57.1,55.93,61.2,56.71,47.26,69.65,66.17,67.75,69.31,72.42,61.47,48.47,62.46,63.36,60.16,61.31,68.55,59.39,47.7,64.45,54.16,60.15,67.59,71.33,62.94,46.29,64.06,68.15,65.7
Spain,driving,100.0,101.06,103.08,107.43,124.86,123.89,101.5,101.95,102.93,106.88,112.59,127.44,127.66,111.82,105.04,106.33,107.78,112.33,132.37,135.93,120.04,107.89,109.43,110.11,114.99,136.32,139.46,119.97,109.85,111.59,114.33,122.29,150.55,151.96,130.41,114.74,118.75,121.59,126.22,150.25,150.06,131.06,122.17,118.88,119.43,131.03,149.81,145.53,124.66,111.16,110.44,113.99,120.11,140.06,142.84,118.78,102.18,98.95,94.52,80.37,71.42,40.29,23.67,22.6,20.05,18.95,16.94,17.59,12.09,10.93,16.88,16.58,16.26,16.55,16.61,11.9,11.5,15.04,15.06,15.23,15.37,15.54,11.85,11.31,16.55,17.53,17.96,14.04,12.48,13.55,12.69,18.16,20.75,20.82,21.06,20.86,15.25,14.62,21.45,21.85,23.46,25.06,24.36,20.08,20.09,26.01,26.92,27.82,31.67,25.78,30.54,30.64,34.78,35.83,36.04,35.82,35.56,26.86,26.31,,,41.33,39.63,39.38,33.37,33.21,47.87,49.58,50.01,50.92,53.76,46.09,43.45,60.9,62.9,64.21,65.18,70.9,65.85,55.29,66.13,68.97,70.33,69.45,79.05,74.5,60.41,71.96,75.66,79.24,78.89,86.45,86.07,76.06,81.11,83.81,86.62,88.76,98.53,101.01,96.71,102.06,109.85,105.17
